source,target,book,weight
瘦头陀,桑结,lu,3
瘦头陀,葛尔丹,lu,3
胖头陀,桑结,lu,3
胖头陀,葛尔丹,lu,1
陆高轩,葛尔丹,lu,2
桑结,郑克爽,lu,1
郑克爽,双儿,lu,1
郑克爽,曾柔,lu,1
沐剑屏,曾柔,lu,5
曾柔,郑克爽,lu,1
郑克爽,韦小宝,lu,6
韦小宝,郑克爽,lu,4
曾柔,方怡,lu,5
吴之荣,朱元璋,lu,4
朱元璋,吴之荣,lu,3
韦小宝,顾炎武,lu,35
顾炎武,韦小宝,lu,32
汤若望,吴之荣,lu,1
汤若望,顾炎武,lu,1
吴之荣,吴六奇,lu,11
吴六奇,吴之荣,lu,5
吴之荣,常遇春,lu,2
常遇春,吴之荣,lu,3
徐达,吴之荣,lu,2
吴之荣,徐达,lu,1
吴六奇,常遇春,lu,2
吴六奇,徐达,lu,2
徐达,朱元璋,lu,1
常遇春,朱元璋,lu,1
徐达,吴六奇,lu,1
朱元璋,吴六奇,lu,3
常遇春,吴六奇,lu,1
双儿,李自成,lu,1
双儿,顾炎武,lu,3
顾炎武,吴三桂,lu,6
吴三桂,顾炎武,lu,7
钱老本,顾炎武,lu,2
顾炎武,徐天川,lu,2
顾炎武,钱老本,lu,3
顾炎武,陈近南,lu,2
吕留良,吴六奇,lu,1
吕留良,徐天川,lu,1
吕留良,钱老本,lu,2
吴之荣,徐天川,lu,2
吴之荣,钱老本,lu,2
吴之荣,陈近南,lu,2
徐天川,吕留良,lu,1
钱老本,吕留良,lu,1
顾炎武,朱元璋,lu,1
吴三桂,朱元璋,lu,1
吴三桂,吕留良,lu,1
朱元璋,钱老本,lu,2
朱元璋,顾炎武,lu,2
朱元璋,吕留良,lu,1
钱老本,吴之荣,lu,1
徐天川,吴之荣,lu,2
慕天颜,陈圆圆,lu,1
朱元璋,慕天颜,lu,1
慕天颜,徐天川,lu,1
吴三桂,王进宝,lu,3
风际中,吴之荣,lu,2
双儿,九难,lu,1
九难,双儿,lu,1
风际中,吴应熊,lu,1
吴应熊,双儿,lu,1
风际中,建宁公主,lu,1
朱元璋,徐天川,lu,1
玉真子,双儿,lu,1
木桑道长,双儿,lu,1
徐天川,老不死,lu,1
双儿,风际中,lu,12
韦小宝,归辛树,lu,31
归辛树,韦小宝,lu,31
袁承志,归辛树,lu,2
何铁手,韦小宝,lu,1
何铁手,袁承志,lu,1
何铁手,归辛树,lu,1
双儿,袁承志,lu,2
双儿,归辛树,lu,5
韦小宝,归钟,lu,22
袁承志,归钟,lu,1
归辛树,归钟,lu,9
归钟,韦小宝,lu,29
吴六奇,归钟,lu,5
归钟,双儿,lu,1
双儿,归钟,lu,1
徐天川,归钟,lu,2
吴三桂,归钟,lu,4
归钟,吴三桂,lu,3
归钟,吴六奇,lu,3
陈近南,归钟,lu,5
归钟,吴之荣,lu,1
归钟,徐天川,lu,2
归钟,陈近南,lu,9
吴三桂,归辛树,lu,6
双儿,归二娘,lu,1
归辛树,陈近南,lu,11
归辛树,归二娘,lu,11
归辛树,吴六奇,lu,3
归钟,归辛树,lu,6
归钟,归二娘,lu,17
陈近南,归辛树,lu,8
陈近南,归二娘,lu,18
归二娘,韦小宝,lu,34
归二娘,归钟,lu,12
韦小宝,归二娘,lu,34
归二娘,吴六奇,lu,5
归二娘,归辛树,lu,18
归二娘,陈近南,lu,15
吴六奇,归二娘,lu,3
归二娘,双儿,lu,1
归辛树,双儿,lu,2
韦小宝,黄真,lu,1
双儿,黄真,lu,1
归辛树,袁承志,lu,1
归辛树,黄真,lu,1
袁承志,陈近南,lu,1
袁承志,吴三桂,lu,1
袁承志,吴六奇,lu,1
归辛树,吴三桂,lu,3
黄真,陈近南,lu,1
黄真,吴三桂,lu,1
黄真,吴六奇,lu,1
吴三桂,归二娘,lu,10
归二娘,吴三桂,lu,7
吴六奇,归辛树,lu,1
陈近南,赵良栋,lu,2
赵良栋,陈近南,lu,1
吴立身,归二娘,lu,2
归二娘,沐剑声,lu,4
沐剑声,归二娘,lu,4
李自成,归二娘,lu,1
冯锡范,归二娘,lu,1
沐剑声,归钟,lu,2
归二娘,吴立身,lu,1
吴立身,归辛树,lu,1
归辛树,吴立身,lu,2
吴立身,归钟,lu,2
归二娘,徐天川,lu,1
归钟,沐剑声,lu,2
徐天川,归辛树,lu,1
沐剑声,归辛树,lu,1
小玄子,归辛树,lu,2
小玄子,归二娘,lu,1
陈近南,王进宝,lu,1
王进宝,小玄子,lu,2
赵良栋,小玄子,lu,1
小玄子,王进宝,lu,2
归辛树,风际中,lu,1
归辛树,徐天川,lu,1
归辛树,钱老本,lu,1
归辛树,沐剑声,lu,1
多隆,瘦头陀,lu,1
多隆,双儿,lu,1
多隆,沐剑屏,lu,1
双儿,多隆,lu,2
沐剑屏,多隆,lu,1
陶红英,瑞栋,lu,1
多隆,小玄子,lu,1
陶红英,归辛树,lu,1
陶红英,瘦头陀,lu,1
归辛树,陶红英,lu,1
瘦头陀,陶红英,lu,1
赵齐贤,陶红英,lu,1
陶红英,沐剑声,lu,1
陶红英,徐天川,lu,1
双儿,钱老本,lu,1
沐剑屏,钱老本,lu,2
赵齐贤,陈近南,lu,1
吴应熊,陈近南,lu,3
沐剑屏,赵良栋,lu,1
沐剑屏,王进宝,lu,3
许雪亭,胖头陀,lu,3
许雪亭,陆高轩,lu,6
胖头陀,许雪亭,lu,1
许雪亭,沐剑屏,lu,1
曾柔,苏荃,lu,4
曾柔,沐剑屏,lu,3
苏荃,方怡,lu,3
方怡,苏荃,lu,7
沐剑屏,苏荃,lu,8
苏荃,韦小宝,lu,59
苏荃,陆高轩,lu,1
陆高轩,曾柔,lu,1
双儿,苏荃,lu,7
苏荃,沐剑屏,lu,5
施琅,陈近南,lu,11
施琅,双儿,lu,2
施琅,风际中,lu,2
冯锡范,苏荃,lu,3
苏荃,冯锡范,lu,2
冯锡范,曾柔,lu,1
冯锡范,方怡,lu,1
冯锡范,沐剑屏,lu,1
曾柔,陈近南,lu,1
苏荃,陈近南,lu,4
方怡,陈近南,lu,1
陈近南,苏荃,lu,4
钱老本,双儿,lu,2
风际中,方怡,lu,1
风际中,苏荃,lu,7
方怡,风际中,lu,2
曾柔,风际中,lu,1
苏荃,风际中,lu,9
建宁公主,苏荃,lu,1
曾柔,施琅,lu,1
苏荃,施琅,lu,7
沐剑屏,施琅,lu,2
归辛树,苏荃,lu,1
归辛树,方怡,lu,1
归辛树,沐剑屏,lu,1
陈近南,曾柔,lu,1
陈近南,方怡,lu,1
陈近南,沐剑屏,lu,1
施琅,苏荃,lu,3
苏荃,双儿,lu,5
苏荃,曾柔,lu,3
苏荃,小玄子,lu,1
王进宝,双儿,lu,1
王进宝,苏荃,lu,2
王进宝,方怡,lu,1
双儿,王进宝,lu,3
苏荃,王进宝,lu,2
方怡,王进宝,lu,2
鳌拜,桑结,lu,1
鳌拜,葛尔丹,lu,1
鳌拜,苏菲亚,lu,1
小玄子,说不得,lu,1
风际中,说不得,lu,1
王进宝,沐剑屏,lu,1
曾柔,王进宝,lu,1
小玄子,赵良栋,lu,1
王进宝,归辛树,lu,1
赵良栋,归辛树,lu,1
归辛树,王进宝,lu,1
归辛树,赵良栋,lu,1
九难,胡逸之,lu,1
施琅,吴三桂,lu,1
施琅,鳌拜,lu,1
说不得,施琅,lu,1
西施,施琅,lu,1
索额图,莫大,lu,1
莫大,施琅,lu,1
多隆,施琅,lu,2
施琅,多隆,lu,2
冯锡范,建宁公主,lu,1
建宁公主,双儿,lu,1
建宁公主,多隆,lu,1
徐天川,索额图,lu,1
索额图,苏荃,lu,1
韦小宝,佟国纲,lu,22
索额图,佟国纲,lu,6
佟国纲,韦小宝,lu,23
佟国纲,苏菲亚,lu,2
苏菲亚,佟国纲,lu,1
佟国纲,索额图,lu,5
双儿,索额图,lu,1
双儿,佟国纲,lu,1
茅十八,苏荃,lu,2
苏荃,茅十八,lu,3
风际中,茅十八,lu,1
双儿,茅十八,lu,1
茅十八,多隆,lu,9
多隆,茅十八,lu,8
冯锡范,多隆,lu,7
陈近南,多隆,lu,1
多隆,冯锡范,lu,8
冯锡范,张康年,lu,2
冯锡范,赵齐贤,lu,2
张康年,多隆,lu,1
冯锡范,茅十八,lu,2
茅十八,双儿,lu,2
钱老本,茅十八,lu,1
吴三桂,苏荃,lu,1
苏荃,吴之荣,lu,1
苏荃,吕留良,lu,1
顾炎武,苏荃,lu,5
苏荃,顾炎武,lu,5
陈近南,顾炎武,lu,1
陈近南,吴之荣,lu,1
吕留良,苏荃,lu,1
顾炎武,双儿,lu,2
苏荃,建宁公主,lu,1
