source,target,book,weight
萧远山,玄苦,tian,2
萧远山,虚竹,tian,3
萧远山,叶二娘,tian,3
虚竹,萧远山,tian,1
叶二娘,萧远山,tian,4
萧远山,玄慈,tian,5
玄慈,叶二娘,tian,5
叶二娘,慕容博,tian,1
玄慈,萧远山,tian,5
玄慈,慕容博,tian,8
萧远山,慕容博,tian,25
萧远山,慕容复,tian,9
慕容博,玄慈,tian,4
慕容博,慕容复,tian,13
慕容复,玄慈,tian,1
玄慈,崔百泉,tian,1
慕容博,白世镜,tian,1
慕容博,马夫人,tian,1
白世镜,萧远山,tian,1
马夫人,萧远山,tian,1
白世镜,慕容博,tian,1
慕容博,萧远山,tian,26
慕容复,萧远山,tian,8
萧远山,包不同,tian,1
萧远山,公冶乾,tian,1
萧远山,风波恶,tian,1
萧远山,玄寂,tian,1
萧远山,邓百川,tian,1
慕容博,包不同,tian,2
慕容博,公冶乾,tian,1
慕容博,风波恶,tian,1
慕容博,玄寂,tian,1
慕容博,邓百川,tian,1
玄寂,包不同,tian,1
玄寂,邓百川,tian,1
玄寂,叶二娘,tian,3
叶二娘,玄寂,tian,1
虚竹,岳老三,tian,2
玄慈,岳老三,tian,1
全冠清,包不同,tian,1
包不同,慕容博,tian,1
段延庆,萧远山,tian,1
段延庆,慕容博,tian,1
段正淳,萧远山,tian,1
段誉,玄寂,tian,1
玄寂,段誉,tian,2
玄寂,王语嫣,tian,1
萧远山,段誉,tian,1
萧远山,鸠摩智,tian,7
鸠摩智,萧远山,tian,5
慕容复,天竺僧,tian,1
天竺僧,萧远山,tian,1
慕容博,叶二娘,tian,1
神山上人,萧远山,tian,1
神山上人,慕容博,tian,1
神山上人,慕容复,tian,1
钟灵,鸠摩智,tian,2
朱丹臣,钟灵,tian,5
阿紫,钟灵,tian,9
褚万里,钟灵,tian,1
钟灵,游坦之,tian,9
游坦之,钟灵,tian,10
游坦之,慕容博,tian,1
包不同,阿紫,tian,1
慕容博,阿紫,tian,1
钟灵,阿紫,tian,7
虚竹,阿朱,tian,2
天山童姥,阿紫,tian,1
虚竹,钟灵,tian,7
梦姑,钟灵,tian,3
钟灵,虚竹,tian,8
钟灵,梦姑,tian,2
段誉,梦姑,tian,1
梦姑,岳老三,tian,1
梦姑,段誉,tian,3
段誉,萧远山,tian,1
钟灵,段延庆,tian,1
段延庆,符敏仪,tian,1
符敏仪,段誉,tian,1
符敏仪,王语嫣,tian,1
木婉清,虚竹,tian,5
木婉清,李秋水,tian,1
木婉清,梦姑,tian,1
钟灵,李秋水,tian,1
王语嫣,梦姑,tian,1
梦姑,王语嫣,tian,1
梦姑,天山童姥,tian,1
叶二娘,游坦之,tian,1
巴天石,阿紫,tian,1
虚竹,巴天石,tian,6
虚竹,木婉清,tian,4
巴天石,虚竹,tian,6
游坦之,木婉清,tian,1
木婉清,游坦之,tian,3
段延庆,木婉清,tian,1
王语嫣,钟灵,tian,8
王语嫣,岳老三,tian,1
岳老三,王语嫣,tian,1
游坦之,云中鹤,tian,1
云中鹤,阿紫,tian,1
朱丹臣,包不同,tian,3
包不同,朱丹臣,tian,2
包不同,巴天石,tian,2
慕容复,云中鹤,tian,2
云中鹤,慕容复,tian,3
巴天石,西施,tian,1
西施,朱丹臣,tian,1
西施,巴天石,tian,1
巴天石,王语嫣,tian,13
钟灵,邓百川,tian,1
钟灵,慕容复,tian,1
包不同,钟灵,tian,1
邓百川,朱丹臣,tian,1
邓百川,钟灵,tian,1
邓百川,巴天石,tian,1
慕容复,钟灵,tian,1
慕容复,木婉清,tian,3
木婉清,慕容复,tian,1
朱丹臣,邓百川,tian,1
木婉清,邓百川,tian,1
阿朱,虚竹,tian,1
木婉清,梅剑和,tian,1
朱丹臣,梅剑和,tian,1
段誉,梅剑和,tian,1
巴天石,梅剑和,tian,1
段正淳,梅剑和,tian,1
梅剑和,木婉清,tian,1
梅剑和,段誉,tian,1
秦红棉,段延庆,tian,6
阿碧,康广陵,tian,1
王语嫣,康广陵,tian,1
康广陵,王语嫣,tian,1
王夫人,包不同,tian,3
段正淳,王夫人,tian,22
王夫人,段正明,tian,3
段正明,王夫人,tian,3
段正明,慕容复,tian,2
王夫人,段延庆,tian,25
段延庆,王夫人,tian,23
段延庆,段正明,tian,5
王夫人,刀白凤,tian,5
慕容复,刀白凤,tian,3
刀白凤,王夫人,tian,8
王夫人,段正淳,tian,25
王夫人,钟万仇,tian,1
钟万仇,慕容复,tian,2
王夫人,秦红棉,tian,8
王夫人,阮星竹,tian,7
秦红棉,王夫人,tian,7
秦红棉,慕容复,tian,3
阮星竹,王夫人,tian,8
阮星竹,慕容复,tian,4
甘宝宝,慕容复,tian,4
包不同,段延庆,tian,4
王夫人,公冶乾,tian,1
王夫人,风波恶,tian,2
王夫人,邓百川,tian,3
公冶乾,段延庆,tian,3
风波恶,段延庆,tian,6
段延庆,风波恶,tian,4
段延庆,包不同,tian,3
段延庆,公冶乾,tian,2
风波恶,王夫人,tian,1
王夫人,云中鹤,tian,1
王夫人,崔百泉,tian,1
王夫人,甘宝宝,tian,3
云中鹤,王夫人,tian,2
云中鹤,阿碧,tian,1
云中鹤,阮星竹,tian,1
段延庆,阿碧,tian,1
段延庆,秦红棉,tian,2
段延庆,甘宝宝,tian,1
崔百泉,王夫人,tian,1
崔百泉,段延庆,tian,1
崔百泉,朱丹臣,tian,2
崔百泉,刀白凤,tian,1
崔百泉,秦红棉,tian,1
崔百泉,阮星竹,tian,1
崔百泉,甘宝宝,tian,1
刀白凤,朱丹臣,tian,1
刀白凤,阿碧,tian,1
秦红棉,阿碧,tian,1
阮星竹,阿碧,tian,1
甘宝宝,王夫人,tian,4
甘宝宝,段延庆,tian,4
甘宝宝,朱丹臣,tian,1
甘宝宝,阿碧,tian,1
朱丹臣,王夫人,tian,1
巴天石,王夫人,tian,1
阿碧,段延庆,tian,1
阿碧,段正淳,tian,1
邓百川,刀白凤,tian,1
邓百川,秦红棉,tian,1
邓百川,阮星竹,tian,1
邓百川,甘宝宝,tian,1
慕容复,秦红棉,tian,4
慕容复,阮星竹,tian,5
慕容复,甘宝宝,tian,4
钟灵,秦红棉,tian,1
王夫人,岳老三,tian,2
刀白凤,王语嫣,tian,1
刀白凤,慕容复,tian,1
慕容复,钟万仇,tian,1
慕容复,华赫艮,tian,1
崔百泉,木婉清,tian,1
傅思归,钟灵,tian,1
华赫艮,王语嫣,tian,2
王语嫣,华赫艮,tian,1
朱丹臣,段正明,tian,1
华赫艮,段正明,tian,1
王语嫣,段正明,tian,2
段正明,鸠摩智,tian,1
苏辙,耶律洪基,tian,1
耶律洪基,段誉,tian,5
虚竹,耶律洪基,tian,9
段誉,耶律洪基,tian,4
耶律洪基,阿朱,tian,1
阿朱,耶律洪基,tian,1
游坦之,耶律洪基,tian,1
吴长风,虚竹,tian,1
耶律洪基,虚竹,tian,5
虚竹,吴长风,tian,1
吴长风,王语嫣,tian,1
慕容复,阿碧,tian,1
谭处端,周伯通,she,2
郝大通,周伯通,she,2
王处一,周伯通,she,6
刘处玄,周伯通,she,3
周伯通,王处一,she,6
李志常,察合台,she,1
察合台,李志常,she,1
谭处端,郝大通,she,4
谭处端,王处一,she,2
铁木真,王罕,she,34
王罕,铁木真,she,33
铁木真,札木合,she,31
铁木真,术赤,she,1
札木合,铁木真,she,33
札木合,术赤,she,1
王罕,术赤,she,1
术赤,铁木真,she,1
察合台,博尔术,she,3
窝阔台,博尔术,she,2
博尔术,术赤,she,3
博尔术,察合台,she,4
术赤,察合台,she,12
术赤,博尔术,she,2
察合台,术赤,she,8
术赤,窝阔台,she,10
察合台,窝阔台,she,14
窝阔台,术赤,she,5
窝阔台,察合台,she,9
窝阔台,拖雷,she,11
拖雷,窝阔台,she,11
博尔术,窝阔台,she,3
拖雷,蒙哥,she,7
窝阔台,蒙哥,she,5
拖雷,术赤,she,1
蒙哥,术赤,she,1
察合台,拖雷,she,4
察合台,蒙哥,she,4
拖雷,察合台,she,2
蒙哥,拖雷,she,2
蒙哥,察合台,she,2
蒙哥,窝阔台,she,2
术赤,蒙哥,she,1
蒙哥,忽必烈,she,4
忽必烈,蒙哥,she,1
拖雷,忽必烈,she,5
忽必烈,拖雷,she,1
窝阔台,忽必烈,she,1
洪七公,黄蓉,she,170
黄蓉,洪七公,she,175
洪七公,欧阳克,she,86
洪七公,郭靖,she,185
洪七公,灵智上人,she,3
洪七公,沙通天,she,7
洪七公,完颜洪烈,she,9
洪七公,彭连虎,she,8
黄蓉,灵智上人,she,13
黄蓉,沙通天,she,27
黄蓉,完颜洪烈,she,40
黄蓉,彭连虎,she,37
灵智上人,洪七公,she,3
灵智上人,黄蓉,she,10
灵智上人,郭靖,she,18
沙通天,洪七公,she,6
沙通天,黄蓉,she,25
沙通天,郭靖,she,21
完颜洪烈,洪七公,she,4
完颜洪烈,黄蓉,she,37
完颜洪烈,郭靖,she,57
彭连虎,洪七公,she,8
彭连虎,黄蓉,she,30
彭连虎,郭靖,she,31
郭靖,黄蓉,she,368
郭靖,洪七公,she,191
黄蓉,黄药师,she,103
黄药师,黄蓉,she,85
黄药师,洪七公,she,81
洪七公,黄药师,she,91
黄药师,郭靖,she,139
郭靖,黄药师,she,152
黄蓉,郭靖,she,385
洪七公,周伯通,she,63
郭靖,周伯通,she,135
周伯通,洪七公,she,64
周伯通,黄蓉,she,55
周伯通,郭靖,she,143
黄蓉,欧阳克,she,105
黄药师,欧阳克,she,39
郭靖,欧阳克,she,75
欧阳克,洪七公,she,78
欧阳克,黄蓉,she,98
欧阳克,黄药师,she,38
欧阳克,郭靖,she,82
洪七公,柯镇恶,she,15
黄蓉,柯镇恶,she,41
黄药师,柯镇恶,she,29
郭靖,柯镇恶,she,51
郭靖,华筝,she,42
彭长老,穆念慈,she,2
穆念慈,黄蓉,she,42
黄蓉,穆念慈,she,43
穆念慈,郭靖,she,27
穆念慈,杨康,she,35
郭靖,杨康,she,47
郭靖,穆念慈,she,30
杨康,穆念慈,she,42
杨康,洪七公,she,13
杨康,鲁有脚,she,11
杨康,彭长老,she,4
穆念慈,洪七公,she,5
穆念慈,鲁有脚,she,1
穆念慈,彭长老,she,1
洪七公,杨康,she,10
洪七公,穆念慈,she,9
鲁有脚,杨康,she,15
鲁有脚,黄蓉,she,17
鲁有脚,穆念慈,she,1
彭长老,杨康,she,9
彭长老,黄蓉,she,7
杨康,杨过,she,1
杨康,郭靖,she,62
黄蓉,杨康,she,50
黄蓉,杨过,she,1
穆念慈,杨过,she,1
杨过,穆念慈,she,1
杨过,郭靖,she,1
郭靖,拖雷,she,66
拖雷,郭靖,she,59
拖雷,黄蓉,she,13
黄蓉,拖雷,she,15
拖雷,札木合,she,1
郭靖,札木合,she,11
札木合,拖雷,she,4
札木合,郭靖,she,8
华筝,完颜洪烈,she,5
完颜洪烈,杨康,she,28
完颜洪烈,穆念慈,she,7
洪七公,侯通海,she,1
沙通天,灵智上人,she,11
沙通天,侯通海,she,24
沙通天,彭连虎,she,35
裘千仞,灵智上人,she,1
裘千仞,侯通海,she,1
裘千仞,彭连虎,she,5
侯通海,灵智上人,she,5
侯通海,彭连虎,she,26
灵智上人,侯通海,she,3
灵智上人,彭连虎,she,9
周伯通,灵智上人,she,11
周伯通,侯通海,she,2
周伯通,彭连虎,she,7
郭靖,灵智上人,she,17
郭靖,侯通海,she,22
郭靖,彭连虎,she,30
彭连虎,灵智上人,she,14
彭连虎,侯通海,she,19
灵智上人,沙通天,she,5
侯通海,沙通天,she,24
彭连虎,沙通天,she,27
彭连虎,梁子翁,she,28
梁子翁,郭靖,she,47
郭靖,梁子翁,she,44
华筝,郭靖,she,49
周伯通,裘千仞,she,31
黄蓉,周伯通,she,63
黄蓉,裘千仞,she,63
裘千仞,黄蓉,she,69
裘千仞,郭靖,she,70
郭靖,裘千仞,she,71
裘千仞,周伯通,she,28
灵智上人,周伯通,she,13
侯通海,周伯通,she,1
彭连虎,周伯通,she,9
黄蓉,一灯大师,she,29
郭靖,一灯大师,she,25
一灯大师,黄蓉,she,25
一灯大师,郭靖,she,29
一灯大师,周伯通,she,3
周伯通,一灯大师,she,2
裘千仞,一灯大师,she,7
一灯大师,裘千仞,she,9
裘千仞,洪七公,she,9
洪七公,裘千仞,she,8
洪七公,一灯大师,she,6
一灯大师,洪七公,she,6
裘千仞,黄药师,she,20
洪七公,鲁有脚,she,8
黄药师,鲁有脚,she,4
鲁有脚,洪七公,she,6
尹志平,黄蓉,she,5
尹志平,郭靖,she,11
宋德方,黄蓉,she,1
宋德方,郭靖,she,1
李志常,黄蓉,she,1
李志常,郭靖,she,1
郭靖,鲁有脚,she,34
周伯通,黄药师,she,61
黄药师,周伯通,she,60
郭靖,察合台,she,12
郭靖,窝阔台,she,10
察合台,郭靖,she,13
窝阔台,郭靖,she,12
郭靖,李萍,she,18
李萍,郭靖,she,18
李萍,华筝,she,5
华筝,李萍,she,4
李萍,拖雷,she,5
李萍,窝阔台,she,2
赤老温,郭靖,she,2
拖雷,李萍,she,3
李萍,杨康,she,2
杨康,李萍,she,3
郭靖,赤老温,she,3
博尔忽,郭靖,she,7
郭靖,博尔忽,she,5
拖雷,华筝,she,23
华筝,拖雷,she,17
鲁有脚,郭靖,she,35
黄蓉,鲁有脚,she,13
鲁有脚,简长老,she,11
郭靖,简长老,she,10
简长老,黄蓉,she,14
简长老,鲁有脚,she,9
简长老,郭靖,she,11
黄蓉,简长老,she,16
郭靖,术赤,she,8
术赤,完颜洪烈,she,2
察合台,完颜洪烈,she,1
黄蓉,华筝,she,11
华筝,黄蓉,she,19
杨康,黄蓉,she,55
郭靖,完颜洪烈,she,56
郭靖,谭处端,she,5
谭处端,郭靖,she,2
柯镇恶,郭靖,she,47
郭靖,耶律楚材,she,1
耶律楚材,江南七怪,she,1
耶律楚材,郭靖,she,2
郭靖,江南七怪,she,15
程瑶迦,柯镇恶,she,1
杨康,柯镇恶,she,10
穆念慈,柯镇恶,she,3
陆冠英,柯镇恶,she,1
欧阳克,柯镇恶,she,2
杨康,沙通天,she,5
杨康,完颜洪烈,she,31
杨康,包惜弱,she,3
包惜弱,杨康,she,2
杨康,欧阳克,she,25
杨康,彭连虎,she,6
完颜洪烈,欧阳克,she,5
完颜洪烈,彭连虎,she,15
南希仁,梁子翁,she,2
南希仁,完颜洪烈,she,2
彭连虎,完颜洪烈,she,14
梁子翁,杨康,she,4
梁子翁,完颜洪烈,she,14
完颜洪烈,沙通天,she,17
杨康,侯通海,she,2
沙通天,杨康,she,5
侯通海,杨康,she,2
彭连虎,杨康,she,3
沙通天,完颜洪烈,she,8
柯镇恶,杨康,she,7
柯镇恶,黄蓉,she,41
柯镇恶,一灯大师,she,1
杨康,陆乘风,she,1
杨康,陆冠英,she,6
郭靖,陆乘风,she,7
郭靖,陆冠英,she,36
拖雷,博尔忽,she,6
拖雷,博尔术,she,2
博尔忽,拖雷,she,6
博尔术,拖雷,she,2
博尔术,郭靖,she,3
拖雷,完颜洪烈,she,6
黄蓉,李萍,she,1
华筝,术赤,she,1
华筝,察合台,she,2
华筝,窝阔台,she,2
术赤,华筝,she,1
术赤,拖雷,she,2
察合台,华筝,she,1
窝阔台,华筝,she,1
华筝,莫大,she,1
莫大,术赤,she,1
术赤,博尔忽,she,1
博尔忽,完颜洪烈,she,5
郭靖,桑昆,she,12
札木合,完颜洪烈,she,8
桑昆,完颜洪烈,she,10
术赤,郭靖,she,3
鲁有脚,术赤,she,1
鲁有脚,察合台,she,1
鲁有脚,窝阔台,she,1
鲁有脚,拖雷,she,1
沙通天,裘千仞,she,1
完颜洪烈,裘千仞,she,6
彭连虎,裘千仞,she,2
裘千仞,完颜洪烈,she,6
裘千仞,裘千丈,she,7
黄蓉,裘千丈,she,8
裘千仞,江南七怪,she,2
黄药师,江南七怪,she,3
完颜洪烈,江南七怪,she,2
裘千丈,洪七公,she,1
裘千丈,江南七怪,she,1
江南七怪,洪七公,she,2
江南七怪,黄药师,she,4
江南七怪,郭靖,she,13
洪七公,王处一,she,5
王处一,洪七公,she,7
王处一,黄药师,she,17
王处一,完颜洪烈,she,7
王处一,郭靖,she,42
彭连虎,黄药师,she,10
黄药师,沙通天,she,5
黄药师,完颜洪烈,she,12
黄药师,彭连虎,she,8
郭靖,沙通天,she,24
沙通天,梁子翁,she,20
完颜洪烈,灵智上人,she,12
完颜洪烈,梁子翁,she,15
灵智上人,梁子翁,she,8
灵智上人,完颜洪烈,she,14
梁子翁,灵智上人,she,4
灵智上人,裘千仞,she,1
梁子翁,裘千仞,she,1
裘千仞,梁子翁,she,1
裘千仞,沙通天,she,3
裘千仞,柯镇恶,she,9
完颜洪烈,柯镇恶,she,6
梁子翁,柯镇恶,she,6
梁子翁,黄蓉,she,24
梁子翁,彭连虎,she,20
沙通天,柯镇恶,she,9
江南七怪,柯镇恶,she,20
江南七怪,黄蓉,she,1
江南七怪,彭连虎,she,5
柯镇恶,彭连虎,she,15
彭连虎,柯镇恶,she,18
灵智上人,柯镇恶,she,3
柯镇恶,裘千仞,she,5
柯镇恶,黄药师,she,23
郝大通,赵志敬,she,1
郝大通,李志常,she,1
郝大通,沙通天,she,1
郝大通,尹志平,she,3
郝大通,王处一,she,3
郝大通,彭连虎,she,1
裘千仞,赵志敬,she,1
裘千仞,李志常,she,1
裘千仞,尹志平,she,2
裘千仞,王处一,she,3
孙不二,赵志敬,she,1
孙不二,李志常,she,1
孙不二,沙通天,she,1
孙不二,尹志平,she,4
孙不二,王处一,she,2
孙不二,彭连虎,she,1
刘处玄,赵志敬,she,1
刘处玄,李志常,she,1
刘处玄,沙通天,she,1
刘处玄,尹志平,she,3
刘处玄,王处一,she,5
刘处玄,彭连虎,she,1
郭靖,赵志敬,she,1
郭靖,李志常,she,1
郭靖,尹志平,she,16
郭靖,王处一,she,44
王处一,赵志敬,she,1
王处一,李志常,she,1
王处一,沙通天,she,10
王处一,尹志平,she,5
王处一,彭连虎,she,9
完颜洪烈,周伯通,she,11
沙通天,周伯通,she,3
沙通天,王处一,she,12
沙通天,黄药师,she,4
黄药师,王处一,she,18
黄药师,刘处玄,she,11
刘处玄,黄药师,she,9
周伯通,柯镇恶,she,8
柯镇恶,周伯通,she,7
周伯通,完颜洪烈,she,11
周伯通,沙通天,she,6
黄药师,裘千仞,she,17
周伯通,尹志平,she,2
洪七公,尹志平,she,6
黄药师,郝大通,she,10
郭靖,郝大通,she,4
郝大通,洪七公,she,3
郝大通,完颜洪烈,she,1
王处一,黄蓉,she,12
柯镇恶,王处一,she,5
周伯通,刘处玄,she,2
王处一,刘处玄,she,2
柯镇恶,刘处玄,she,3
刘处玄,郝大通,she,4
柯镇恶,朱聪,she,26
柯镇恶,南希仁,she,17
柯镇恶,张阿生,she,11
柯镇恶,全金发,she,31
柯镇恶,韩宝驹,she,24
柯镇恶,韩小莹,she,30
朱聪,黄药师,she,14
南希仁,黄药师,she,4
张阿生,黄药师,she,2
全金发,黄药师,she,4
韩宝驹,黄药师,she,10
韩小莹,黄药师,she,9
柯镇恶,完颜洪烈,she,6
柯镇恶,梁子翁,she,7
柯镇恶,沙通天,she,4
杨康,黄药师,she,15
杨康,韩宝驹,she,4
沙通天,韩宝驹,she,2
黄蓉,谭处端,she,3
周伯通,杨康,she,3
朱聪,黄蓉,she,14
南希仁,裘千仞,she,1
南希仁,黄蓉,she,12
南希仁,柯镇恶,she,8
杨康,裘千仞,she,15
杨康,朱聪,she,4
杨康,梅超风,she,2
杨康,南希仁,she,1
黄蓉,韩宝驹,she,10
韩宝驹,郭靖,she,35
黄蓉,全金发,she,3
黄药师,全金发,she,6
全金发,黄蓉,she,7
全金发,郭靖,she,23
郭靖,全金发,she,25
黄蓉,朱聪,she,17
黄蓉,南希仁,she,9
全金发,朱聪,she,16
全金发,南希仁,she,9
朱聪,郭靖,she,37
南希仁,朱聪,she,9
南希仁,郭靖,she,25
郭靖,朱聪,she,28
郭靖,韩宝驹,she,30
郭靖,韩小莹,she,37
韩宝驹,梅超风,she,25
韩宝驹,韩小莹,she,24
韩小莹,梅超风,she,26
韩小莹,郭靖,she,38
韩小莹,韩宝驹,she,17
梅超风,全金发,she,22
韩宝驹,全金发,she,20
韩小莹,全金发,she,25
全金发,韩宝驹,she,16
全金发,韩小莹,she,17
朱聪,韩小莹,she,28
黄蓉,韩小莹,she,6
韩小莹,黄蓉,she,5
朱聪,南希仁,she,6
朱聪,柯镇恶,she,27
朱聪,全金发,she,18
朱聪,韩宝驹,she,14
韩小莹,朱聪,she,20
韩小莹,南希仁,she,9
韩小莹,柯镇恶,she,28
朱聪,谭处端,she,1
黄药师,谭处端,she,15
南希仁,谭处端,she,1
柯镇恶,谭处端,she,2
全金发,谭处端,she,1
韩宝驹,谭处端,she,1
韩小莹,谭处端,she,2
韩宝驹,黄蓉,she,10
郭靖,南希仁,she,27
江南七怪,杨康,she,2
黄药师,尹志平,she,20
尹志平,黄药师,she,22
尹志平,谭处端,she,2
尹志平,柯镇恶,she,7
柯镇恶,尹志平,she,6
谭处端,黄药师,she,11
刘处玄,柯镇恶,she,2
郭靖,刘处玄,she,4
尹志平,刘处玄,she,3
刘处玄,孙不二,she,5
孙不二,洪七公,she,2
刘处玄,洪七公,she,2
洪七公,孙不二,she,5
孙不二,黄药师,she,9
尹志平,洪七公,she,4
柯镇恶,洪七公,she,9
洪七公,郝大通,she,2
洪七公,刘处玄,she,1
郝大通,黄药师,she,7
黄药师,孙不二,she,10
尹志平,郝大通,she,4
尹志平,孙不二,she,3
尹志平,王处一,she,3
郝大通,黄蓉,she,4
郝大通,梅超风,she,3
郝大通,郭靖,she,4
黄药师,梅超风,she,30
孙不二,黄蓉,she,4
孙不二,梅超风,she,5
孙不二,郭靖,she,5
郭靖,梅超风,she,87
王处一,梅超风,she,7
黄蓉,尹志平,she,8
梅超风,黄药师,she,42
梅超风,谭处端,she,3
梅超风,尹志平,she,4
梅超风,柯镇恶,she,23
梅超风,郭靖,she,90
谭处端,孙不二,she,3
谭处端,洪七公,she,1
柯镇恶,郝大通,she,2
柯镇恶,孙不二,she,1
郭靖,孙不二,she,5
郝大通,孙不二,she,2
郝大通,柯镇恶,she,3
孙不二,柯镇恶,she,1
孙不二,郝大通,she,3
孙不二,刘处玄,she,2
刘处玄,郭靖,she,2
黄药师,华筝,she,8
华筝,王处一,she,4
华筝,黄药师,she,10
王处一,谭处端,she,2
王处一,孙不二,she,2
谭处端,尹志平,she,2
裘千丈,黄药师,she,1
裘千丈,郭靖,she,7
黄药师,朱聪,she,9
韩宝驹,朱聪,she,21
黄蓉,江南七怪,she,3
黄蓉,王处一,she,11
洪七公,江南七怪,she,2
周伯通,梁子翁,she,1
侯通海,郭靖,she,21
侯通海,柯镇恶,she,3
侯通海,梁子翁,she,11
梁子翁,沙通天,she,16
柯镇恶,灵智上人,she,2
周伯通,梅超风,she,8
洪七公,梅超风,she,10
柯镇恶,梅超风,she,21
柯镇恶,江南七怪,she,16
柯镇恶,说不得,she,1
郭靖,说不得,she,3
说不得,洪七公,she,2
说不得,郭靖,she,2
黄蓉,梁子翁,she,26
梁子翁,洪七公,she,14
洪七公,梁子翁,she,12
裘千仞,穆念慈,she,3
裘千丈,穆念慈,she,3
郭靖,裘千丈,she,5
裘千丈,杨康,she,1
杨康,周伯通,she,3
穆念慈,周伯通,she,1
周伯通,穆念慈,she,2
杨康,裘千丈,she,1
穆念慈,裘千仞,she,2
穆念慈,裘千丈,she,1
完颜洪烈,华筝,she,2
王处一,一灯大师,she,1
一灯大师,王处一,she,1
一灯大师,说不得,she,1
一灯大师,沙通天,she,1
穆念慈,欧阳克,she,22
欧阳克,杨康,she,23
欧阳克,穆念慈,she,22
黄蓉,陈玄风,she,2
黄蓉,冯默风,she,1
黄蓉,陆乘风,she,7
一灯大师,裘千丈,she,1
裘千丈,一灯大师,she,1
黄蓉,说不得,she,2
洪七公,说不得,she,1
鲁有脚,彭长老,she,4
简长老,杨康,she,8
杨康,简长老,she,9
洪七公,简长老,she,3
黄药师,简长老,she,2
裘千仞,简长老,she,9
鲁有脚,裘千仞,she,13
简长老,裘千仞,she,10
黄蓉,彭长老,she,6
简长老,彭长老,she,5
郭靖,彭长老,she,6
彭长老,鲁有脚,she,5
彭长老,简长老,she,5
彭长老,郭靖,she,6
裘千仞,杨康,she,10
穆念慈,完颜洪烈,she,7
裘千仞,朱聪,she,5
朱聪,裘千仞,she,7
裘千丈,黄蓉,she,7
裘千丈,裘千仞,she,5
黄药师,杨康,she,14
简长老,洪七公,she,2
彭长老,洪七公,she,2
杨康,曲傻姑,she,1
杨康,莫大,she,1
曲傻姑,洪七公,she,1
曲傻姑,黄蓉,she,1
曲傻姑,郭靖,she,1
莫大,洪七公,she,1
莫大,黄蓉,she,1
莫大,郭靖,she,2
杨康,程瑶迦,she,7
鲁有脚,程瑶迦,she,1
鲁有脚,欧阳克,she,1
彭长老,程瑶迦,she,2
彭长老,欧阳克,she,2
程瑶迦,鲁有脚,she,1
欧阳克,鲁有脚,she,1
彭长老,陆冠英,she,1
程瑶迦,杨康,she,8
程瑶迦,黄药师,she,17
程瑶迦,郭靖,she,13
陆冠英,杨康,she,6
陆冠英,黄药师,she,26
陆冠英,郭靖,she,33
鲁有脚,黄药师,she,1
杨康,王处一,she,3
王处一,杨康,she,2
王处一,鲁有脚,she,1
杨康,华筝,she,4
洪七公,华筝,she,1
鲁有脚,华筝,she,1
华筝,梅超风,she,5
黄蓉,梅超风,she,39
梅超风,鲁有脚,she,1
彭长老,裘千仞,she,1
裘千仞,鲁有脚,she,15
完颜洪烈,鲁有脚,she,1
洪七公,彭长老,she,1
裘千仞,彭长老,she,1
朱聪,彭长老,she,1
彭长老,周伯通,she,1
彭长老,王处一,she,1
简长老,韩宝驹,she,1
韩宝驹,简长老,she,1
梅超风,黄蓉,she,38
朱聪,梅超风,she,28
黄药师,韩宝驹,she,3
梅超风,韩宝驹,she,20
黄药师,南希仁,she,1
黄药师,韩小莹,she,5
梅超风,南希仁,she,12
梅超风,韩小莹,she,24
韩宝驹,南希仁,she,14
南希仁,梅超风,she,12
全金发,梅超风,she,16
梅超风,朱聪,she,26
黄药师,穆念慈,she,8
穆念慈,黄药师,she,6
黄药师,灵智上人,she,8
周伯通,欧阳克,she,12
黄药师,陆乘风,she,15
陆乘风,黄药师,she,13
华筝,裘千仞,she,3
裘千仞,华筝,she,3
拖雷,裘千仞,she,4
裘千仞,拖雷,she,2
拖雷,谭处端,she,1
拖雷,黄药师,she,3
拖雷,梅超风,she,1
谭处端,梅超风,she,4
裘千仞,梅超风,she,10
梅超风,欧阳克,she,21
裘千仞,莫大,she,1
黄蓉,莫大,she,1
黄药师,莫大,she,1
朱聪,洪七公,she,2
黄药师,拖雷,she,3
梅超风,杨康,she,2
梅超风,华筝,she,8
梅超风,拖雷,she,2
杨康,拖雷,she,5
华筝,杨康,she,4
全金发,华筝,she,1
全金发,杨康,she,2
全金发,拖雷,she,4
拖雷,杨康,she,6
杨铁心,朱聪,she,3
杨铁心,黄药师,she,1
杨铁心,拖雷,she,4
杨铁心,郭靖,she,18
华筝,朱聪,she,4
华筝,韩小莹,she,1
华筝,柯镇恶,she,2
拖雷,韩小莹,she,7
拖雷,柯镇恶,she,5
陆冠英,尹志平,she,28
黄药师,程瑶迦,she,16
黄药师,陆冠英,she,23
黄药师,侯通海,she,5
尹志平,侯通海,she,7
尹志平,程瑶迦,she,23
尹志平,陆冠英,she,28
侯通海,程瑶迦,she,15
侯通海,陆冠英,she,16
侯通海,尹志平,she,7
程瑶迦,陆冠英,she,42
程瑶迦,尹志平,she,22
陆冠英,程瑶迦,she,43
程瑶迦,黄蓉,she,11
陆冠英,黄蓉,she,31
黄蓉,陆冠英,she,33
程瑶迦,欧阳克,she,12
陆冠英,欧阳克,she,9
欧阳克,程瑶迦,she,12
